ts,ticker,series,category,side,entry_price_c,settle_rate,pnl,result,mode
2026-08-06T16:30:00+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2026A832F0EAD89-4D467976C4A,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,50.4,0.709,,,paper
2026-08-07T16:30:03+00:00,KXMVECROSSCATEGORY-S20268E04C8FF7D3-6437C7E8B0F,KXMVECROSSCATEGORY,Exotics,no,61.5,0.811,,,paper
2026-08-07T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S20266D15668D6D4-1D215577BF7,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,51.3,0.709,,,paper
2026-08-07T16:30:03+00:00,KXMVECROSSCATEGORY-S2026531CC40BE49-92F6CF52A8F,KXMVECROSSCATEGORY,Exotics,no,40.4,0.5925,,,paper
2026-08-07T16:30:03+00:00,KXMVECROSSCATEGORY-S202670D00F7468B-916067285E8,KXMVECROSSCATEGORY,Exotics,no,60.4,0.811,,,paper
2026-08-07T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2026378087F743E-E1AF5F51BAF,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,61.9,0.811,,,paper
2026-08-07T16:30:03+00:00,KXMVECROSSCATEGORY-S2026F38EC9FDD94-256271C1327,KXMVECROSSCATEGORY,Exotics,no,61.6,0.811,,,paper
2026-08-08T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2026AA3FCDA8EBB-45402873D6D,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,62.1,0.811,,,paper
2026-08-08T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2026F4E0487DCB5-AD096ECD1AC,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,62.2,0.811,,,paper
2026-08-08T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S2026D93341FFFA0-25FCDB33532,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,52.3,0.709,,,paper
2026-08-08T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S20267ECBD6179F4-F1C6CF9A65C,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,62.8,0.811,,,paper
2026-08-08T16:30:03+00:00,KXMLBSB-26AUG081505ATLNYY-NYYJCABALLERO72-1,KXMLBSB,Sports,no,77.0,0.8824,,,paper
2026-08-08T16:30:03+00:00,KXMVESPORTSMULTIGAMEEXTENDED-S202626EFCF244DD-0AED6B6DE86,KXMVESPORTSMULTIGAMEEXTENDED,Exotics,no,51.2,0.709,,,paper
